Jobid	Jobname	URL	Location	Date	Company	Description
39	React Software Developer - Work from home	https://pe.linkedin.com/jobs/view/react-software-developer-work-from-home-at-oowlish-3657040489?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=bbgmQaa9xj9m7Wu0Oc1gAg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	8 hours ago	Oowlish	"Be part of our team!
🚀💼 Are you ready to launch your career into the tech stratosphere with one of LatAm's fastest-growing software development companies? 💪💻 At Oowlish, we're on the hunt for tech maestros to join our dynamic, cosmopolitan squad.
As an 🦉Oowlish🦉 team member, you won’t just be part of a team, you’ll join an innovative, supportive family, partnering with top-tier clients from the USA and Europe 🌍 to kickstart their digital journey. And being part of a 🌟Great Place to Work🌟, it’s all about learning, growing, and making a global impact - together!
Enjoy the flexibility of working in your PJs 🧦, with your furry friend 🐶 on your lap, relishing your freedom and maintaining a perfect work-family life balance ⚖️. Because we know that’s when you’re at your best. If you're a tech enthusiast 🕹️, fluent in English 🗣️, and thrilled about working remotely while making an international splash, then you're on the right page!
We are looking for a
React Software Developer
, you will have the opportunity to learn and show your skills to and with some of the best developers in your stack.
Must Have
Experience level: Mid/Senior;
Solid experience in Javascript + HTML + CSS;
At least 3 years of experience with React;
Thorough understanding of React.js and its core principles including Virtual DOM, State, Props, and React Lifecycle;
Passion for UX perfectionism;
Fluent English.
Nice To Have
Experience with Gatsby;
Experience with Babel;
Experience with Styled-components;
Experience with Webpack;
Experience with CI/CD.
Benefits & Perks
Home office 🏠
Flexible Hours;🕜
Competitive compensation based on experience; 💵
Career plans to allow for extensive growth in the company;📈
International Projects;🌍
Oowlish English Program (Improving and Certifying)📚
Spanish Classes 📚
Oowlish fitness with Total Pass;🏋‍♀️
Oowlish Academy (Grants for Education);🎓
Build your Home Office (Grants for Computer & Equipment);💻
Connecting You (Internet allowance);📡
Anniversary bonus;💸
Wedding gift;👰‍♀️
Pet adoption incentive;🐕
New baby Owl bonus;👩‍🍼
Back to School bonus;✏️
Netflix Subscription;📽
Oowlish paradise – 4 days/year at a Resort with your family & pets;🏝
Vacation Bonus;🏖
Games and Competitions;🎮
Enjoy your national Holidays;🎊
Oowlet Store🛒
Come join us in breaking the mold and revolutionizing the tech landscape! 🌐 Remember, with Oowlish, you’re not just getting a job, you’re becoming part of a community 🌍 of innovative, talented, and inspiring individuals who respect each other and our furry friends 🐾.
Why wait to make your mark on the tech world?
Hit ‘Apply Now’ to embark on Oowlish's exciting journey, and let's turbocharge innovation together! 🚀🎉
You Can Also Apply Here
Website: https://www.oowlish.com/work-with-us/
LinkedIn: https://www.linkedin.com/company/oowlish/jobs/
Instagram: https://www.instagram.com/oowlishtechnology/
#amazon #job #home #linkedin #career #online #employment #remote #work # international #clients in united states#clients in USA #vacant #hiring #opportunities #hire #application #apply #virtual #wfh #tech #best #english #online #offer #vacancy#desarrollador #desarrolladora #front end #programador #programadora #programmer #full stack #software engineer #desarrollo #system #developer #application #code #program #desenvolvedor #engineer #engenheiro #sql #sde #web #backend #empleo #trabajo #ofertas #emprego #vagas"
40	React.js/TypeScript Developer - Remote - Latin America	https://pe.linkedin.com/jobs/view/react-js-typescript-developer-remote-latin-america-at-fullstack-labs-3657244088?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=tS0kVNHb4LzA3VzDVTrreQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	5 days ago	FullStack Labs	"FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, Stanford University, and the State of California, build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential.
We’re most proud of:
Offering life-changing career opportunities to talented software professionals across the Americas.
Building highly-skilled software development teams for hundreds of the world’s greatest companies.
Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users.
Our 4.5-star rating on GlassDoor.
Our client Net Promoter Score of 68, twice the industry average.
The position:
We're looking to hire 2 React.js Developers with Typescript experience to join our team. You'll work with our incredible clients in one of two ways:
Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis.
Design & Build: You will work on a FullStack Labs product team to build and deliver a product to our clients.
What you'll get to do:
Be accountable for ensuring timely delivery of feature enhancements in collaboration with Product.
Ensure that the applications are scalable, reliable, thoroughly tested, and that bugs are effectively handled.
What we are looking for:
5+ years of professional software development experience.
Advanced English is required.
A four-year college degree is required.
Meaningful experience working with React.js and Typescript.
Experience with testing frameworks such as React Testing Library and Cypress.
Knowledge of continuous integration and deployment processes.
Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon.
Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them.
An understanding of best practices and a commitment to following them.
Ability to work through new and difficult issues and contribute to libraries as needed.
A positive mindset and can-do attitude.
Forensic attention to detail.
Benefits:
Competitive pay in your local currency.
100% remote work.
The ability to work with leading startups and Fortune 500 companies.
English Classes.
Virtual company events each month.
Ample opportunity for career advancement.
Continuing education opportunities.
Depending on your location other benefits may apply.
FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process.
Learn more about our Applicants Privacy Notice ."
41	Full Stack React.js Developer - Remote - Latin America	https://pe.linkedin.com/jobs/view/full-stack-react-js-developer-remote-latin-america-at-fullstack-labs-3629253860?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=%2B49yTnlJvTFZdhMVbdb6Cg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 week ago	FullStack Labs	"FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, Stanford University, and the State of California, build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential.
We’re most proud of:
Offering life-changing career opportunities to talented software professionals across the Americas.
Building highly-skilled software development teams for hundreds of the world’s greatest companies.
Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users.
Our 4.5-star rating on GlassDoor.
Our client Net Promoter Score of 68, twice the industry average.
The Position:
We're looking to hire several Mid-level or Senior Full Stack developers to join our team. You'll work with our incredible clients in one of two ways:
Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis.
Design & Build: You will work on a FullStack Labs product team to build and deliver a product to our clients.
What We're Looking For:
3+ years of professional software development experience. 5+ years preferred.
Advanced English is required.
Meaningful experience working with React.
Meaningful experience working with Java.
Meaningful experience working with Node.
Experience working on large, complex systems.
Experience working on Agile / Scrum teams.
A four-year college degree is required.
Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon.
Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them.
An understanding of best practices and a commitment to following them.
Ability to work through new and difficult issues and contribute to libraries as needed.
A positive mindset and can-do attitude.
Forensic attention to detail.
Benefits:
Competitive pay in your local currency
100% remote work
The ability to work with leading startups and Fortune 500 companies
English Classes
Virtual company events each month
Ample opportunity for career advancement
Continuing education opportunities
Depending on your location other benefits may apply
FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process.
Learn more about our Applicants Privacy Notice ."
42	Fullstack Python/React Developer	https://pe.linkedin.com/jobs/view/fullstack-python-react-developer-at-clevertech-3660014557?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=zAFiwTY9NXJIwUn3FmeiiA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 day ago	Clevertech	"Experience Remote done Right.
Over 20 years of remote experience, all 500+ staff are 100% remote and we still grow vibrant relationships, provide exceptional opportunities for career growth while working with stellar clients on ambitious projects
What we're working on:
Enterprise companies turn to us to help them launch innovative digital products that interact with hundreds of millions of customers, transactions and data points. The problems we solve every day are real and require creativity, grit and determination. We are building a culture that challenges norms while fostering experimentation and personal growth. In order to grasp the scale of problems we face, ideally, you have some exposure to Logistics, FinTech, Transportation, Insurance, Media or other complex multifactor industries
Requirements
7+ years experience in Python and React
Senior-level experience with Javascript, React, Python, and Django
Nice to have experience with AgGrid, Bulma, Sass, and React Testing Library
Ability to create clean, modern, testable, well-documented code
Ideally, you have delivered business-critical software to large enterprises
Advanced-level English; ability to clearly communicate complex concepts verbally
Straight from the Devs
Watch short snippets of actual developers (Real, not scripted) share why they joined YouTube Playlist
Why Clevertech is an amazing place to work at
At Clevertech, you can expect that you will:
Be 100% dedicated to one project at a time so that you can hone your skills, innovate and grow
Be a part of a team of talented and friendly senior-level developers
Work on projects that allow you to use cutting edge tech. We believe in constantly evolving your mastery
The result? We produce meaningful work and we are truly proud and excited to be creating waves in an industry under transformation."
43	PHP + Laravel + Vue.js/React.js Developer - Remote - Latin America	https://pe.linkedin.com/jobs/view/php-%2B-laravel-%2B-vue-js-react-js-developer-remote-latin-america-at-fullstack-labs-3632607159?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=juk9xYP25YyS7k5WG7RTig%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 week ago	FullStack Labs	"FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, Stanford University, and the State of California, build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential.
We’re most proud of:
Offering life-changing career opportunities to talented software professionals across the Americas.
Building highly-skilled software development teams for hundreds of the world’s greatest companies.
Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users.
Our 4.5-star rating on GlassDoor.
Our client Net Promoter Score of 68, twice the industry average.
The Position:
We're looking to hire several mid-level and senior PHP with Laravel and Vue.js Developers to join our team. You'll work with our incredible clients in one of two ways:
Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis.
Design & Build: You will work on a FullStack Labs product team to build and deliver a product to our clients.
What We're Looking For:
3+ years of professional software development experience.
Advanced English is required.
Meaningful experience working with PHP with Laravel and Vue.js
Experience working on Agile / Scrum teams.
A four-year college degree is required.
Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon.
Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them.
An understanding of best practices and a commitment to following them.
Ability to work through new and difficult issues and contribute to libraries as needed.
A positive mindset and can-do attitude.
Forensic attention to detail.
You’re passionate about software development...it’s not just your career, it’s your hobby. You’re constantly striving to learn new things and improve. You follow industry news, regularly tinker with new technologies, and read books and blogs to keep your skills current.
Ability to consistently work 40 hours per week.
Benefits:
Competitive pay in your local currency.
100% remote work.
The ability to work with leading startups and Fortune 500 companies
English Classes
Virtual company events each month
Ample opportunity for career advancement
Continuing education opportunities
Depending on your location other benefits may apply.
FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process.
Learn more about our Applicants Privacy Notice ."
44	Programador / Desarrollador Fullstack Junior - Developer Fullstack	https://pe.linkedin.com/jobs/view/programador-desarrollador-fullstack-junior-developer-fullstack-at-trba-sac-3652751928?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=F5ir6CTD4wlngsLgoM0onQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card	Ate, Lima, Peru	1 week ago	TRBA SAC	"Somos una empresa del sector Industrial, nos encontramos en la búsqueda del mejor talento que ocupar el puesto de Desarrollador Fullstack - Developer Fullstack
Requisitos
Contar con dos años de experiencia en el puesto.
Angular 13.
Lenguaje de programación C#, .Net, .NetCore.
Base de datos: MySQL, SQL Server y MariaDB (deseable).
Desarrollo de API REST.
Disponibilidad para laboral de forma presencial.
Beneficios
Planilla completa y desde primer día.
Linea de carrera.
Agradable clima laboral.
¡Postula y se parte de esta gran familia!"
45	Programador / Desarrollador Fullstack Jr. / TI / Presencial / ATE	https://pe.linkedin.com/jobs/view/programador-desarrollador-fullstack-jr-ti-presencial-ate-at-trba-sac-3645015617?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=Tfze%2FiSmxzWjI5zjBGnpvg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card	Ate, Lima, Peru	2 weeks ago	TRBA SAC	"Somos una empresa del sector Industrial, nos encontramos en la búsqueda del mejor talento que ocupar el puesto de Desarrollador Fullstack - Developer Fullstack
Requisitos
Contar con dos años de experiencia en el puesto.
Angular 13.
Lenguaje de programación C#, .Net, .NetCore.
Base de datos: MySQL, SQL Server y MariaDB (deseable).
Desarrollo de API REST.
Disponibilidad para laboral de forma presencial.
Beneficios
Planilla completa y desde primer día.
Linea de carrera.
Agradable clima laboral.
¡Postula y se parte de esta gran familia!"
46	FullStack Developer (Remote)	https://pe.linkedin.com/jobs/view/fullstack-developer-remote-at-atom-3654674218?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=VL7FIKTKPxySmOu7p%2Fm2ow%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 week ago	Atom	"Atom Chat
es una plataforma SaaS B2B de Comercio Conversacional impulsada por inteligencia artificial que permite a las empresas maximizar sus ventas digitales al mismo tiempo que les permite integrar y mejorar radicalmente sus puntos de contacto con los clientes.
Descripción del puesto
Estamos buscando incorporar a nuestro equipo interno de desarrollo de Producto un
Desarrollador FullStack,
que será responsable del desarrollo de aplicaciones web utilizando Angular 14+ y la integración con un backend serverless mediante REST APIs (con Express JS). Además desarrollará microservicios utilizando Firebase Cloud Functions, así como la gestión e integración de bases de datos NoSQL mediante Firebase Firestore. También será responsable del versionado de código utilizando Git (Bitbucket) y de implementar prácticas de integración continua/distribución continua utilizando CI/CD Bitbucket-Google Cloud Build.
Responsabilidades
Desarrollar con éxito integraciones completas entre backend y frontend.
Desarrollo de software end to end atravesando todas las etapas de análisis, diseño, desarrollo, pruebas, despliegue y soporte.
Crear soluciones de software personalizadas utilizando tecnologías web
Crear soluciones innovadoras que agilicen los procesos tecnológicos
Mantener la infraestructura tecnológica y trabajar con el área de producto para implementar nuevas funciones y planificar estratégicamente las funcionalidades futuras
Garantizar la calidad y la seguridad basándose en estándares y buenas prácticas
Habilidades
Control de calidad: Pasión por desarrollar código de calidad.
Autodidacta: Aprendiz y trabajador rápido y eficiente
Creatividad: Resolución de problemas de principio a fin
Organizado: Capacidad para gestionar eficazmente múltiples tareas
Comunicación: Excelentes habilidades de comunicación verbal y escrita
Requerimientos
Profesional en ingeniería de sistemas o carreras afines
Más de 2 años de experiencia demostrable como full stack developer
Más de 1 año de experiencia demostrable en Angular 12+
Más de 1 año de experiencia demostrable en desarrollo con Typescript
Experiencia en desarrollo de aplicaciones web (Angular 12+, TypeScript, SASS)
Experiencia en el diseño de arquitecturas (Firebase Cloud Functions, REST APIs) y despliegue de servicios de infraestructura en la nube (NodeJS, Express)
Conocimiento en bases de datos NOSQL (Cloud FireStore)
Conocimiento y experiencia en CI/CD
Buen conocimiento en el desarrollo de SASS
Experiencia en uso de Git
Experiencia en metodologías ágiles Scrum
Beneficios
Relación laboral a largo plazo bajo modalidad de prestación de servicios.
Sueldo competitivo en USD.
20 días hábiles de vacaciones al año pagas.
Días festivos o feriados del país de residencia libres.
Reintegros por servicios de salud y bienestar.
Budget para capacitaciones y desarrollo de carrera.
Revisiones salariales por performance anuales.
Cultura centrada en las personas, donde apoyamos tus sueños personales!
La posición es 100% remota desde LATAM."
47	Desarrollador de Python	https://pe.linkedin.com/jobs/view/desarrollador-de-python-at-aynitech-group-3661126115?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=kwOFVwA8uvD8KCqARm79mw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card	Miraflores, Lima, Peru	7 hours ago	AYNITECH GROUP	"En Aynitech Group nos encontramos en búsqueda de un
Desarrollador Fullstack (Python)
¡Si consideras que tienes los skills y cumples los requisitos, no dudes en postularte!
Funciones:
Diagnosticar errores en codigo
Refactorizacion de codigo
Implementacion de buenas practicas
Realizar test y despliegues
Requisitos:
Experiencia de 2 años en desarrollo de software (front end, back end, mobile & web)
Conocimientos técnicos en las siguientes herramientas:
Python
Selenium y otros framewors similares
HTLML/Javascript
AWS Lambda
Conocimientos basicos de EC2/Docker
RDS
Cloud front
AWS Transfer family
Jira
Amazon Connect
Lambdas"
48	Desarrollador Fullstack Middle	https://pe.linkedin.com/jobs/view/desarrollador-fullstack-middle-at-q-system-3660921988?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=RZ%2BoZeq8mm0RaDzx3QskIw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card	San Isidro, Lima, Peru	10 hours ago	Q SYSTEM	"En Q SYSTEM te estamos buscando. Demuéstranos tus habilidades y capacidades.
📣💥 Desarrollador Fullstack Middle 💥📣
Requisitos:
Tener experiencia de 3 años en:
✅ C# ASP .Net Core 5x / PHP
✅ Programación Web en MVC
✅ SQL Server y MYSQL
✅ Servicios Web RESTFUL / Microservicios
✅ Frontend: Angular 7/8, HTML5, CSS3, JS, Jquery, Ajax, Bootstrap, Patrones de diseño
✅ Programacion Orientada a Objetos (POO)
✅ Git / GitLab
✅ Deseable: Experiencia en metodologías de desarrollo ágil, Azure DevOps, SonarQube, Docker / Kubernetes
✅ Presencial de Lunes a Viernes
🎉Brindamos:
- 💰 Pagos puntuales ✨
- 📈 Línea de carrera
- 🔋 Gran clima laboral 💯
- 📄 Beneficios de acuerdo a la ley"
49	FullStack Developer Netcore React	https://pe.linkedin.com/jobs/view/fullstack-developer-netcore-react-at-tismart-3647399769?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=ZqKk%2BFp5DsoLWpTzrjgp6Q%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card	San Isidro, Lima, Peru	1 week ago	TiSmart	"En TiSmart estamos enteramente comprometidos con el crecimiento de nuestros clientes internos y externos, disfrutamos conceptualizando y desarrollando soluciones innovadoras que agreguen valor sus actividades y procesos. Contamos con un equipo multidisciplinario que nos permite co-crear y construir soluciones tecnológicas con una perspectiva cada vez más amplia. En esta oportunidad, buscamos un/a Desarrollador Fullstack
Requisitos
Requisitos
Habilidades/Experiencia Requeridas
Experiencia desempeñando el rol como mínimo 4 años en desarrollo de software.
Buen manejo de los lenguajes de programación frontend y backend.
Experiencia trabajando con NetCore (Avanzado), NodeJS (Express, NestJS), angular (básico).
Experiencia trabajando con React (redux, otro), Angular (deseable), Ionic o React native
Experiencia trabajando con Javascript - Typescript, Microservicios
Conocimiento en Base de Datos Relacionales (Mysql/Sqlserver/Postgres) y Base de datos no relaciones (MongoDB, Firestore u otro)
Conocimiento de Cloud GCP
Conocimiento de devops (CI y CD)
Conocimiento, Pruebas unitarias,Patrones de diseño.
Metodología Agile (Scrum, Kanban, otro)
Competencias
Pensamiento crítico (Capacidad para evaluar problemas, plantear diversas soluciones y proponer soluciones fundamentadas)
Comunicación a todo nivel (Participación activa en espacios colaborativos)
Trabajo en equipo (Compromiso con el equipo y sus objetivos)
Mentalidad de aprendizaje y adaptabilidad (para iniciar proyectos desde 0 y buscar retroalimentación)
Responsabilidades
Entender casos de uso de negocio y aterrizar los requerimientos de software necesarios para su implementación.
Diseñar, construir y probar proyectos (front y backend) con datos altamente escalables.
Recomendar e implementar formas de mejorar la fiabilidad, eficiencia y calidad de datos.
Dar soporte a incidencias del activo digital asignado
Beneficios
Trabajo Remoto
Horario De Lunes a Viernes de 9 am a 6 pm
Acceso a plataformas de cursos virtuales
Remuneración acorde al mercado
Únete a la familia Tismart!
En Tismart respetamos y celebramos la diversidad. Todo nuestro personal tiene la oportunidad de desarrollarse y alcanzar su potencial, sin importar la religión, raza, orientación sexual, expresión e identidad de género, nacionalidad o cualquiera otra diferencia o condición.
Somos una empresa que crea soluciones de tecnología de la información innovadoras, que contribuyen al crecimiento y logro de los objetivos de nuestros clientes. Para lograrlo nuestros equipos multidisciplinarios imaginan, diseñan y construyen soluciones tecnológicas de alto valor, orientadas a cubrir necesidades de este tipo, en todos los sectores de la industria, banca y finanzas.
Brindamos el soporte tecnológico necesario para que usted se centre en el giro de su negocio. Somos un equipo de apasionados por las tecnologías de información. Disfrutamos conceptualizando y desarrollando soluciones innovadoras que agregan valor al negocio de nuestros clientes. Contamos con un equipo multidisciplinario en el que convergen diversas experiencias que nos permiten imaginar y construir soluciones tecnológicas con una perspectiva cada vez más amplia. Así logramos generar buenas y duraderas relaciones con nuestros clientes, a quienes les brindamos todo el soporte tecnológico ideal, con lo que centran todos sus esfuerzos en el giro de su negocio."
50	Java Fullstack (en España)	https://pe.linkedin.com/jobs/view/java-fullstack-en-espa%C3%B1a-at-anywr-3622081220?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=CekDdPMGHLU6Wk24A2Cvtg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	1 week ago	Anywr	"¡Buscamos Java FullStack para España!
👋
¿Quiénes somos?
Anywr,
somos una empresa multinacional con más de 10 años de experiencia en el mercado con presencia en 16 países, damos vida a proyectos de movilidad internacional poniendo en contacto a candidatos y empresas de todo el mundo.
Para nosotros, el talento no conoce fronteras.
¡Talent is borderless!
Actualmente estamos reclutando para varias vacantes de Java Fullstack en
España.
Tu mejor oportunidad para introducirte en el mercado europeo, conocido por su diversidad, dinamismo y avance tecnológico, con toda la seguridad y un trabajo de calidad.
¡Nos encargamos de tu permiso de trabajo y residencia, así como, te brindamos todo el apoyo para que tu instalación en España sea todo un éxito!
💼
¿Cómo será tu día a día?
Al tratarse de un puesto de consultoría, tus tareas serán variadas y dependerán de los proyectos en los que trabajes, pero aquí tienes un resumen:
Recopilación y análisis de requisitos
Redacción de especificaciones técnicas funcionales
Diseño y desarrollo de módulos
Gestión de las distintas fases de prueba y aceptación
Mantenimiento de los entornos de desarrollo e integración
Redacción y gestión de entregables
Mantenimiento de las aplicaciones y supervisión de los cambios
🧐
¿Qué estamos buscando?
Desarrollador Java Fullstack
2 años de formación técnica postsecundaria
Al menos 3 años de experiencia en un puesto similar con:
Ecosistema Java para la creación de microservicios: Spring Boot
Front : Javascript con frameworks como React o Angular
Redacción de pruebas unitarias y funcionales
Dominio de herramientas CI/CD (Jenkins, Travis, Teamcity, CircleCi u otras)
Ejecución de contenedores Java en entornos de nube como AWS, así como soluciones de nube como Kubernetes, Docker, etc.
Sistemas de mensajería en tiempo real (Kafka, etc.)
Bases de datos relacionales (SQL) y no relacionales (NoSQL)
Capacidad para analizar problemas de producción, incidencias y problemas de rendimiento.
Inglés: B2
Soft skills: te apasiona tu trabajo y eres capaz de hacer propuestas. Se te conoce por tu capacidad para evolucionar dentro de un equipo y en torno a proyectos comunes y te adapta fácilmente a nuevos entornos.
🚀
¿Qué ofrecemos?:
Trabajo a jornada completa.
Contrato fijo, 100% nómina.
Modalidad de trabajo híbrido (teletrabajo parcial) dependiendo del proyecto.
23 días laborables de vacaciones anuales.
Permiso de trabajo y residencia (incluidos familiares)
Vuelos (ayuda parcial)
Alojamiento a la llegada en España (ayuda parcial)
Instalación: ayuda para tu primer mes.
Todo el apoyo de nuestro equipo de expertos para que tu aterrizaje en España sea un éxito: apoyo para la búsqueda de vivienda permanente, apertura de cuenta bancaria, registro en la sanidad pública, posterior solicitud de nacionalidad española (si aplica), etc.
Si quieres saber más de nosotros, sólo tienes que clicar aquí 👉 https:// https://www.anywr.io//
Nivel de experiencia
Comprobados
Sector
Tecnologías y servicios de la información"
51	Golang Developer - Remote - Latin America	https://pe.linkedin.com/jobs/view/golang-developer-remote-latin-america-at-fullstack-labs-3643512098?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=LLn7FsbgurINUUj97zhDpw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	2 weeks ago	FullStack Labs	"FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, Stanford University, and the State of California, build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential.
We’re most proud of:
Offering life-changing career opportunities to talented software professionals across the Americas.
Building highly-skilled software development teams for hundreds of the world’s greatest companies.
Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users.
Our 4.5-star rating on GlassDoor.
Our client Net Promoter Score of 68, twice the industry average.
The Position:
We're looking to hire several Golang developers to join our team. You'll work with our incredible clients in one of two ways:
Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis.
Design & Build: You will work on a FullStack Labs product team to build and deliver a product to our clients.
What We're Looking For:
4+ years of professional software development experience. 6+ years preferred but not required.
3+ years of professional experience working with Golang.
Advanced English.
Meaningful experience working on large, complex systems.
A four-year college degree is required.
Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon, both in regards to estimates and to the general process.
Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them.
An understanding of best practices and a commitment to following them.
Ability to work through new and difficult issues and contribute to libraries as needed.
Ability to create and maintain continuous integration and delivery of applications.
A positive mindset and can-do attitude.
Forensic attention to detail.
What You'll Be Doing:
Work as part of a small team, which will include other developers, a project manager, a QA professional, and a designer.
Complete two-week sprints and participate in sprint retrospectives and daily standups.
Assist with building estimates.
Interface with clients via Slack, Zoom, and email.
Track your time throughout the day using Toggl.
Work with modern tools including Jira, Slack, GitHub, Google Docs, etc.
Be part of a community of developers that share knowledge and help each other as problems arise.
Follow FullStack's detailed development process.
Benefits:
Competitive pay in your local currency.
100% remote work.
The ability to work with leading startups and Fortune 500 companies.
English Classes.
Virtual company events each month.
Ample opportunity for career advancement.
Continuing education opportunities.
Depending on your location other beneftis may apply.
FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process.
Learn more about our Applicants Privacy Notice ."
